#####################################################################
# Alchemist log file - simulation started at: 2020-01-17T20:31+0000 #
#####################################################################
# Seed = 19.0, Algorithm = sm_av, CamObjRatio = 1.3, CommunicationRange = 50.0
#
# The columns have the following meaning: 
# time 3-coverage 2-coverage 1-coverage CamDist ObjDist 
0.0 NaN NaN NaN 0.0 0.0 
1.0021688771200794 NaN NaN NaN 143.99999999999991 0.0 
2.0021688771200794 NaN NaN NaN 386.9999999999999 131.20592676046383 
3.0021688771200794 NaN NaN NaN 382.4999999999999 103.63439896227072 
4.002168877120079 NaN NaN NaN 385.49999999999983 111.51175538254158 
5.002168877120079 NaN NaN NaN 388.4999999999999 112.64308143596404 
6.002168877120079 NaN NaN NaN 382.4999999999999 107.65088754485413 
7.002168877120079 NaN NaN NaN 389.9999999999999 117.96385269443951 
8.002168877120079 NaN NaN NaN 389.9999999999999 115.59839022489123 
9.002168877120079 NaN NaN NaN 386.9999999999999 107.70559845363545 
10.002168877120079 NaN NaN NaN 388.49999999999994 122.8548150703793 
11.002168877120079 NaN NaN NaN 389.9999999999999 117.85888238472107 
12.002168877120079 NaN NaN NaN 389.9999999999999 121.61810818985276 
13.002168877120079 NaN NaN NaN 389.9999999999999 114.04048173874222 
14.002168877120079 NaN NaN NaN 388.4999999999999 120.46248120761713 
15.002168877120079 NaN NaN NaN 389.9999999999999 115.81251745930149 
16.002168877120077 NaN NaN NaN 386.99999999999994 123.70663572381007 
17.002168877120077 NaN NaN NaN 387.0 116.37735807013662 
18.002168877120077 NaN NaN NaN 383.99999999999994 117.45412102558193 
19.002168877120077 NaN NaN NaN 389.99999999999994 120.5196309815837 
20.002168877120077 NaN NaN NaN 389.99999999999994 119.83191305877773 
21.002168877120077 NaN NaN NaN 382.49999999999994 120.69102609492282 
22.002168877120077 NaN NaN NaN 386.99999999999994 121.59405502582176 
23.002168877120077 NaN NaN NaN 386.99999999999994 121.54551213931187 
24.002168877120077 0.0 0.0 0.0 386.99999999999994 111.62982203654798 
25.002168877120077 0.0 0.0 0.0 386.99999999999994 125.90235494555792 
26.002168877120077 0.0 0.0 0.0 380.9999999999999 118.92514989448726 
27.002168877120077 0.0 0.0 0.0 382.49999999999994 121.4789584983547 
28.002168877120077 0.0 0.0 0.5 389.99999999999994 126.12952927251028 
29.002168877120077 0.0 0.0 0.5 386.84188633644476 119.73094118691944 
30.002168877120077 0.0 0.5 1.0 382.2720504462662 123.24819045502376 
31.002168877120077 0.0 0.5 1.0 385.2531844917641 118.68693068957664 
32.00216887712008 0.0 0.5 1.0 380.99999999999994 123.28957370176958 
33.00216887712008 0.0 0.5 1.0 381.61264504785265 120.11445515272067 
34.00216887712008 0.0 0.5 1.0 386.5995566801231 118.23755742324661 
35.00216887712008 0.0 0.5 1.0 386.5707758131815 116.76628782575844 
36.00216887712008 0.0 0.5 1.0 385.9589508614799 124.64013515772226 
37.00216887712008 0.0 0.3333333333333333 0.6666666666666666 385.28522112261624 118.27451339596163 
38.00216887712008 0.0 0.3333333333333333 0.6666666666666666 381.23696248117653 127.86726149134849 
39.00216887712008 0.0 0.6666666666666666 0.6666666666666666 383.27869682838275 124.43330855061008 
40.00216887712008 0.0 0.5 0.5 384.11940609899017 122.61612073085907 
41.00216887712008 0.0 0.5 0.5 384.1610451787348 118.28182842870446 
42.00216887712008 0.0 0.5 0.5 381.769249895999 113.78800846886561 
43.00216887712008 0.0 0.5 0.5 384.4711431652497 124.00704758243135 
44.00216887712008 0.0 0.5 0.5 381.7473993555002 113.37631224701103 
45.00216887712008 0.0 0.5 0.5 382.0714572401078 123.94657886005852 
46.00216887712008 0.0 0.4 0.6 381.9270099443436 123.45897072816935 
