#####################################################################
# Alchemist log file - simulation started at: 2020-01-11T23:05+0000 #
#####################################################################
# Seed = 9.0, Algorithm = ff_nocomm, CamObjRatio = 1.7, CommunicationRange = 50.0
#
# The columns have the following meaning: 
# time 3-coverage 2-coverage 1-coverage CamDist ObjDist 
0.0 NaN NaN NaN 0.0 0.0 
1.000766151817846 NaN NaN NaN 190.50000000000006 0.0 
2.000766151817846 NaN NaN NaN 510.0000000000001 132.4768614987951 
3.000766151817846 NaN NaN NaN 510.0 105.8035052752042 
4.000766151817846 NaN NaN NaN 510.0 119.00823785581096 
5.000766151817846 NaN NaN NaN 509.99999999999994 107.74759143431315 
6.000766151817846 NaN NaN NaN 510.0000000000001 115.91590209680719 
7.000766151817846 NaN NaN NaN 510.0 115.00314063249213 
8.000766151817846 NaN NaN NaN 510.0000000000001 119.3057245043515 
9.000766151817846 NaN NaN NaN 510.0 111.1058783584918 
10.000766151817846 NaN NaN NaN 509.9999999999999 116.43402806653421 
11.000766151817846 NaN NaN NaN 510.0 128.7097464426362 
12.000766151817846 NaN NaN NaN 510.0 125.18562457531641 
13.000766151817846 NaN NaN NaN 509.99999999999994 125.2601918593154 
14.000766151817846 NaN NaN NaN 510.0 122.13795188930297 
15.000766151817846 NaN NaN NaN 510.0 118.63270298173273 
16.000766151817846 NaN NaN NaN 509.99999999999983 121.50351036136115 
17.000766151817846 NaN NaN NaN 510.00000000000006 123.78528380041409 
18.000766151817846 NaN NaN NaN 510.00000000000017 118.21703070310423 
19.000766151817846 NaN NaN NaN 510.00000000000017 121.33815411391893 
20.000766151817846 NaN NaN NaN 510.0000000000001 124.64041968630889 
21.000766151817846 NaN NaN NaN 509.99999999999994 119.15190515324399 
22.000766151817846 NaN NaN NaN 509.99999999999994 119.04337187542073 
23.000766151817846 NaN NaN NaN 510.00000000000006 121.45394499792158 
24.000766151817846 0.0 0.0 0.0 509.9999999999999 125.34176124246252 
25.000766151817846 0.0 0.0 0.0 510.0000000000001 120.17368611228243 
26.000766151817846 0.0 0.0 0.0 510.0 116.62732242991044 
27.000766151817846 0.0 0.0 0.0 510.0000000000001 119.77043899571417 
28.000766151817846 0.0 0.0 0.0 510.0 124.68361915069958 
29.000766151817846 0.0 0.0 0.0 510.0000000000001 120.34358299198061 
30.000766151817846 0.0 0.5 0.5 510.00000000000006 125.551244717103 
31.000766151817846 0.0 0.3333333333333333 0.3333333333333333 510.00000000000006 121.8661131843113 
